step,b0,b1,b2
0,nan,5.635863780975342,nan
100,1.3942033154619304,3.0531924422368677,3.8046672012259366
200,0.7860100464023624,1.9058870483764137,3.4212496605795475
300,0.57972712375798,1.622236203030241,3.4475180688203237
400,0.4890018283089395,1.1670451841966443,3.087953447405796
500,0.42761511174173256,1.2798206653190902,3.001504685055959
600,0.41708409245607153,1.2819503596685597,2.794054895796203
700,0.35922727318969516,1.2494278843728357,2.3485975774486008
800,0.36385078087779005,1.010138017516725,2.52443995978851
900,0.3348770089940713,1.1522027115851117,2.456198083075265
1000,0.337437238253939,1.0948245965872234,2.5722546662275327
1100,0.37546599009009046,0.9525720173919274,2.342901229391838
1200,0.3682213399457498,1.0375165974635734,2.1020049230989337
1300,0.35089162066524926,0.9350250543519391,2.0745269735232243
1400,0.36312156388940897,0.9935916634977251,2.0832100386619428
1500,0.35846020987573934,0.9358852635685164,2.0312714617748897
1600,0.37803519886179765,0.8664435205097971,2.207477443127777
1700,0.3917611869722452,0.9571092502458796,2.2276462734061035
1800,0.32409922072276637,0.949572721553146,2.0990853831488976
1900,0.38100383849914543,0.9960539866081843,2.173732430752185
2000,0.33775878300329903,1.098288268724918,1.9497814799863509
2100,0.2545389506921655,0.9220261283952798,2.049560188226058
2200,0.2755897063809431,1.0226360419409115,2.0119713243760273
2300,0.3472080668986941,0.850198168835633,2.050399470357073
2400,0.30287090297491603,0.681281231338288,2.0141621567315195
2500,0.38869896872922266,0.7781561707012231,1.9014098877339376
2600,0.3378570915247698,0.8036906134303384,1.8145469314725813
2700,0.3051117017278024,0.8529552059744525,1.7725089790884403
2800,0.3449151909394244,0.9553259658476346,1.9250049885332152
2900,0.319582460361112,0.8194588397441303,1.7913083042119478
3000,0.34486020951439567,0.9060408408685741,1.7480124177287513
3100,0.34957177346162416,0.7891172918332938,1.8706250756143994
3200,0.37315284856552355,0.8479095707078629,1.9921316367650876
3300,0.3333835452659782,0.6659458377959442,1.773620222343587
3400,0.3152563866972929,0.9874549683242113,1.8018534503823198
3500,0.36449710190114615,0.8270937441420704,1.7757686749465365
3600,0.3677344943605883,0.7487825934245799,1.8751592507355834
3700,0.3290858901270061,0.8082514543736657,1.8215241583907062
3800,0.3205769648869116,0.713238028479679,1.8524807795573677
3900,0.3386695358277864,0.8798887042327306,1.792982200155795
4000,0.2740567793255534,0.770396231137217,1.9149467533600941
4100,0.301849141183132,0.8032146396623642,1.9207821412267623
4200,0.28047281143855535,0.8782039701417722,1.6656524111699227
4300,0.31255348272081446,0.8448467215592073,1.7178870101178039
4400,0.2909850538587776,0.6923241903978264,1.6054668955230929
4500,0.25861144125826063,0.8169124347109988,1.7782832281244307
4600,0.21383850671596094,0.6670792462319775,1.7158340900394118
4700,0.2772874584564388,0.626327313300871,1.7436033348950994
4800,0.20884542583389917,0.7743087724492203,1.7999189422714672
4900,0.19527550951342137,0.6807744846537,1.789950549609654
5000,0.18039100832001337,0.6138664276228658,1.6063032351337607
5100,0.20954358051455443,0.7384315610001814,1.6006942820210164
5200,0.19975939028380632,0.7181596415082501,1.7220887981556072
5300,0.21146194251493172,0.6176303613948555,1.675690328798554
5400,0.2360859143203493,0.6370941701027568,1.6406240727499446
5500,0.22857214960387395,0.5155197223852452,1.6379194089372
5600,0.18044665761304868,0.5747889890219412,1.674245679814988
5700,0.18369749965951734,0.7386742601648635,1.6148172792361737
5800,0.22162768999778681,0.7669558369291236,1.6403182645914673
5900,0.20726667373042643,0.5507026334448543,1.6396254666591585
6000,0.2175958198722808,0.7232655171666394,1.4799563794149013
6100,0.15946099912572873,0.7330613602169764,1.6585514715402017
6200,0.14085259069029984,0.8175351366905146,1.6830386338471635
6300,0.22773436678226813,0.7722398491064659,1.5804359356735047
6400,0.14736909755661978,0.6327604172182705,1.5897879310105425
6500,0.12527411953360612,0.5821632358282895,1.5271047823451889
6600,0.1523638026107876,0.6818287654834871,1.6848890356573085
6700,0.19291251242869353,0.7042689549480722,1.5562249341339764
6800,0.12223902813652827,0.6252387002156563,1.739323521325568
6900,0.14643503146204237,0.554096490424141,1.7233519109252218
7000,0.15001646066585167,0.6593213144127262,1.455466188385292
7100,0.1359492233404398,0.5124743213740913,1.5005215641616687
7200,0.20143236254017213,0.5922579180126628,1.6550126510846328
7300,0.14224533808768686,0.679934455378712,1.6056736552048378
7400,0.1492588221264929,0.6085992688700792,1.6888464926190716
7500,0.13401057287170964,0.6779401982735378,1.7026314367928759
7600,0.1260543894471857,0.718632999126245,1.6032731682074612
7700,0.15609913810702708,0.47983962967845645,1.6134704406385088
7800,0.12306517241556389,0.6486392705150924,1.4717943395675837
7900,0.10740019601735294,0.6275558522980137,1.5638771230067858
8000,0.13385382864676323,0.6334259409077158,1.542327442011412
8100,0.14661664868940014,0.7062934457943416,1.5203739756084766
8200,0.11020961196432531,0.5445681684581126,1.6041019841928994
8300,0.12836672009045888,0.744960413105786,1.6009845449387272
8400,0.12334316923222599,0.6473801614020306,1.6084411528242493
8500,0.11276801640081689,0.643376710464122,1.5381254179322184
8600,0.13573397780727325,0.593186237469566,1.5654701044532138
8700,0.15648042511760726,0.5388235762474627,1.60720206812982
8800,0.11966771554913498,0.5491852025219705,1.4584701197924492
8900,0.15769238270482935,0.5930884106065143,1.4531253088011913
9000,0.1270660450917225,0.7217590958382987,1.3217980295965253
9100,0.10997974289898244,0.6820740976098822,1.6279548265004347
9200,0.1714192155464735,0.7483421733147952,1.6671188411872884
9300,0.10337376201332926,0.4206023892991004,1.5232405287802244
9400,0.10915679987626627,0.6804557134493637,1.541491345958866
9500,0.10471911272366916,0.6536303634143112,1.4811907817338075
9600,0.12273780987412508,0.5514959149923545,1.534243368228556
9700,0.07007777515361954,0.6251017809025836,1.6329119734738384
9800,0.10143721291477387,0.6248464437177199,1.6631430753201621
9900,0.1424750399761613,0.6289564497927465,1.5266045880423684
10000,0.09465802893238875,0.6680381281581075,1.488788074611569
10100,0.0862331501241781,0.625655646504311,1.5237156293685827
10200,0.09304171106610239,0.4408635259006416,1.4948510121255665
10300,0.08133271063325002,0.5330047200242236,1.5367769059548353
10400,0.07885733899891995,0.49255725674542444,1.4761889389738567
10500,0.09474694466837874,0.5952302730656117,1.449137612904639
10600,0.1336725762162736,0.574923254777926,1.6929181049816764
10700,0.11382497244267935,0.6347367321078712,1.6182040196351009
10800,0.10015618754586444,0.5849812272024592,1.5469323734357496
10900,0.1328193554725092,0.4848960451244729,1.499498271765054
11000,0.09147925481953513,0.5601048849119074,1.4495647958369775
11100,0.07922821842798292,0.529037339737609,1.4774158986012687
11200,0.07185210675119943,0.5153002590232746,1.5252218036340128
11300,0.08621380011315105,0.5838811085476461,1.5113336756583597
11400,0.08065999882637015,0.6025865097790102,1.4577249536865162
11500,0.07573718330926109,0.4991870599708143,1.5103877496042624
11600,0.09222111095476893,0.48420720534644146,1.4090618664249477
11700,0.08125994943585156,0.6185713430736363,1.3487913982410875
11800,0.06361165141883132,0.604462589908705,1.483716342574114
11900,0.0885973711774552,0.611094757288851,1.3779522281129557
11999,0.09155781569126556,0.6455825970827941,1.4678374520096469
